,img_pos,texts
830,4151,"['A man standing up while holding a red plastic cup and a large frisbee type disc in his hand, preparing to throw it.', 'The picnic table is located in the isolated field.', 'A man is getting ready to throw a frisbee at a picnic area. ', 'A man throwing a frisbee in a field. ', 'The man holding a beverage is about to throw a Frisbee.']"
831,4156,"['Friends playing Frisbee on a dry grass field in the afternoon', 'A man catching a Frisbee in a park, with another man.', 'Couple plays with a Frisbee in the park', 'Two young men playing frisbee on a playground.', 'A couple of men in the dirt playing frisbee.']"
832,4161,"['a couple of men that are walking around on some grass', 'Two young men in a green park playing with a Frisbee.', 'Two men are playing with a toy in a wooded area.', 'A couple of men standing on top of a lush green forest.', 'Two men standing in a grassy field with a frisbee.']"
833,4166,"['The room was clean with the bed neatly made. ', 'A neatly made bed with a red sheet. ', 'This hotel room has a king size bed. ', 'There is a large bed made with white sheets and a table on each side.', 'A Large bed with a red blanket with vine print on it in a white room.']"
834,4171,"['A herd of zebras standing together in a field.', 'Herd of zebras standing on a rocky field.', 'A herd of zebras standing in a dirt field.', 'A group of zebras stand together on the rocky ground.', 'a close up of a number of zebras on a dirt ground']"
835,4176,"['A zebra in front of a group of large rocks standing next to a tree.', 'A zebra stands under a tree at the zoo.', 'A zebra standing beside a tree at the zoo.', 'A zebra standing next to a tree on a dirt lot.', 'A black and white zebra stands next to a tree.']"
836,4181,"['A man standing behind two brown horses on a dirt field.', 'A man holding horse reins connected to 2 horses on a dirt field.', 'A man is using two horses to plow his land.', 'A black and white photo of a farmer standing next to horses.', 'Man using two very large horses to plow a field']"
837,4186,"['a couple of horses grazing on some green grass', 'A couple of horses standing on top of a grass covered field.', 'Two horses eating grass in the middle of a field. ', 'Two gray colored horses grazing in a field of short cut grass, with trees and a white fence in the background.', 'Two horses grazing together in a field ']"
838,4191,"['Many horses stand in a field and eat grass', 'A lot of animals that are in the grass.', 'Horses are eating the grass in a field.', 'A herd of horses grazing in a grassy field.', 'many horses in a field eating grass with trees in the background']"
839,4196,"['Three pots of bright colorful food cooking on a black stove top.', 'A group of big metal pots filled with colorful food.', 'A black stove with several pots of food.', 'A group of different types of pots on a stove.', 'Three pans filled with food sitting on a stove top.']"
840,4201,"['A piece of pizza sitting on top of a plate.', 'a green plate sitting on a table with a piece of half eaten food on it.', 'a close up of a small piece of pizza', 'Large white and green plate with a single piece of pizza.', 'A white plate with a half eaten piece of pizza.']"
841,4206,"['A counter topo filled with different types of vegetables.', 'an image of a variety of vegetables on a table', 'Fresh organic vegetables and herbs from the garden', 'A bunch of various vegetables spread out on a snowflake table cloth.', 'Fresh fruits and vegetables sit on a table.']"
842,4211,"['A pile of un ripe bananas sitting on a table on newspaper.', 'A bundle of fruit on a wooden table.', 'Green plantain sitting on newspaper on a dining table.', 'A dining room table with a large stack of unpeeled bananas set on a newspaper.', 'A big bunch of green bananas is on a table.']"
843,4216,"['A woman skiing poses on a snow slope. ', 'A man riding skis across a snow covered slope.', 'Person getting ready to ski down a slope', 'A woman is standing on her skis on a slope.', 'Someone smiling while skiing in their skis at a ski slope. ']"
844,4221,"['Chives, radishes and other vegetables on a white cloth.', 'A table topped with different types of vegetables.', 'Group of festival sitting on top of a white towel together. ', 'Broccoli and veggies on a pillow with designs', 'A variation of vegetables are placed on the sheet.']"
845,4226,"['A group of young and old are skiing on the snow.', 'Family posing on the ski slopes wearing skis', 'Three adult and two child skiers posing on a slope.', 'A family of snow skiers lined up for a picture before their run.', 'A family poses for a photo while skiing on a snowy mountainside.']"
846,4231,"['A plate topped with lots of greens next to a bottle of wine.', 'An up close image of a broccoli dish on a plate next to a glass of white wine and a bottle. ', 'A meal is on a plate beside a wine glass and bottle.', 'A food entree is served on a plate.', 'A plate of food and a bottle of wine']"
847,4236,"['Multiple images are seen showing forest scenes and a small cottage.', 'A collection of different plants and fields, with a tomato plant being the most prominent. ', 'Various types of pictures that are of different plants.', 'Colorful collection of pictures of a wooded area. ', 'A collage of several photos show outdoor scenes.']"
848,4241,"['3 dogs sitting in front of a fruit and veggie stand.', 'There are three dogs sitting Together under a umbrella', 'Three dogs sitting side by side in the street.', 'A group of dogs in front of a wooden crate', 'Three dogs standing in front of a counter at a shop wearing leashes.']"
849,4246,"['A cup of coffee sitting next to a computer keyboard.', 'a desk that has a keyboard and a cup on it', 'Black and white photograph of a cup of coffee and a  keyboard.', 'a desk with a cup and a keyboard ', 'a coffee cup is next to a white keyboard']"
850,4251,"['A man riding a skateboard on top of a sidewalk.', 'A man executing a skateboard trick into the street.', 'A man in white shirt doing a trick on a skateboard.', 'A young man in a white shirt skateboarding on an empty street.', 'A person that is skateboarding on a sidewalk.']"
851,4256,"['Bunches of carrots and broccoli on display stand.', 'A pile of carrots next to other green and purple vegetables.', 'Vegetables are stacked up high on a market stand.', 'A row of broccoli heads, carrot bushels, and radish bushels.', 'A table full of many carrots and broccoli.']"
852,4261,"['A knife sitting next to carrots on top of a cutting board.', 'Carrots are being cut into pieces with a large knife.', 'A butcher knife next to carrots cut to various sizes.', 'Carrots are sitting on a counter in different stages of cutting with a knife.', 'A knife and progressively finely chopped up carrots.']"
853,4266,"['a hotdog with cheese, with a side of chili fries', 'A foam container filled with chili cheese fries.', 'THERE IS A PLATE OF HOT DOGS AND FRIES ON THE TABLE ', 'Some chili cheese fries next to a hotdog with slaw and ketchup.', 'Loaded french fries in a container sitting beside a hotdog.']"
854,4271,"['A little girl is sitting in an IKEA kart enjoying a snack. ', 'The young girl is eating a hot dog while riding in a shopping cart.', 'A little girl sitting in a shopping car holding a piece of cake.', 'A little girl is partaking in a brown bag lunch while riding in a shopping cart.', 'A little girl is eating a hot dog and riding in a shopping cart.']"
855,4276,"['A large pile of a variety of donuts seen from above', 'A large stack of a variety of donuts, all set on top of each other to make a pyramid like design.', 'A pile of different flavored donuts topped with chocolate and coconut.', 'Overhead shot of a pyramid of assorted cake donuts.', 'Various decorated donuts are stacked on top of each other.']"
856,4281,"['a man surfing a small wave on part of a river', 'A man on a surfboard that is on a wave.', 'A man is surfing through the waves of river rapids.', 'A person riding waves on a surfboard on a river.', 'A man in a wet suit is on a white surfboard on a river.']"
857,4286,"['A slice of pastry with a cream filling.', 'A white plate holding a piece of cheese cake on table.', 'A cake piece in the plate.A spoon is in the plate.', 'There is a small piece of eaten cake on this plate', 'Slice of dessert item on monogrammed small plate.']"
858,4291,"['A woman handing another woman a birthday cake filled with candles.', 'A woman holding a blue birthday cake with stars and candles on it and another woman in front of the cake.', 'a women recieves a cake that is blue', 'a fat girl blowing out candles on a cake', 'One lady is holding a birthday cake while another blows out the candles.']"
859,4296,"['Cake iced sitting on top of cake stand with bowl next to it', 'A cake with frosting sitting on a pedestal.', 'A cake is kept on a stand and some fruits in a bowl.', 'A white cake sitting on top of a green cake plate.', 'A cake on a cake pedestal sitting on a counter ']"
860,4301,"['Nice large hotel room separated into two parts', 'A hotel bed and sitting area with chairs. ', 'A hotel room filled with furniture and a sliding glass door.', 'A large room with a room divider, showing a bedroom on one side and a sitting area on the other.', 'There is a living room suite in a large hotel room']"
861,4306,"['a pepperoni pizza on a white platter and a person', 'A homemade pizza with sausage and peppers on plate', 'a small pizza sits on a plate in front of a person ', 'A pepperoni and pepper pizza on a plate on a table.', 'A serving plate with a pepperoni and bell pepper pizza.']"
862,4311,"['Two children in a bunk bed with white blankets ', 'Two little kids enjoy the bunk bed, one on top and one on the bottom.', 'Two young children smiling in their bunk beds.', 'a young child sits on top of a bunk bed ', 'Two kids are in their individual bunk beds. ']"
863,4316,"['a bunch of people at a table with food', 'Group of many people enjoying each other and dinner', 'Group of people sitting around a wooden dinner table talking. ', 'a group of people at a table with many plates of food ', 'A large group of people eating around a table.']"
864,4321,"['The person is holding a forking and eating food.', 'A delicious meal with veggie and meats to eat. ', 'a man with a fork ready to eat a pizza ', 'A table topped with plates of food and a pizza.', 'a person at a dinner table eating salad']"
865,4326,"['Large pizza covered in pepperoni, olives, peppers, onion, and mushrooms.', 'Pizza with everything on it sitting on counter.  ', 'A pizza with one folded edge sits inside of a box.', 'A very big pizza that was just made to order.', 'A whole pizza with many toppings in a pizza box.']"
866,4331,"['A pizza and grapes sit on a tray next to a drink. ', 'some thick crust pizza and some green grapes ', 'a pizza sliced up on a paper plate next so some grapes ', 'a plate of pizza next to a bag of grapes on a plate', 'A personal pizza, grapes, and a beverage sit on a tray table.']"
867,4336,"['A woman hitting a tennis ball on a court.', 'A woman swinging a tennis racquet towards a tennis ball.', 'A female tennis player finishes her swing after hitting the ball. ', 'A woman bending slightly to hit a tennis all with a racket.', 'a female in a red shirt is playing tennis']"
868,4341,"['A coffee mug sits in the corner on a counter with several items in it.', 'A cup of teeth cleaning instruments and toothpaste says ""Of Course You Can""', 'A coffee cup filled with tooth paste and toothbrushes.', 'a coffee mug filled with a tube of toothpaste and toothbrushes', 'a mug holding two brushes and toothpaste on the counter']"
869,4346,"['An empty room with a table, a desk, and chairs.', 'an offuce full of chairs and some tables', 'A room with a large window that is fully furnished.', ""A living room filled with furniture and a framed poster on it's wall."", 'Several chairs and tables are in a bright room.']"
870,4351,"['A child and an older female in the bathroom with a toothbrush.', 'A woman and small child in a bathroom with a toothbrush.', 'A woman is helping her child brush his teeth.', 'Small child stands in front of a bathroom sink while a woman prepares a toothbrush. ', 'A woman helps her child brush their teeth.']"
871,4356,"['An upstairs living room is decorated nicely and holds a sewing machine.', 'A sewing machine on a table in a cluttered living room.', 'The living has a table where someone can do sewing on. ', 'A family room with sofa, television, sewing area, and book shelves.', 'A living room with a sewing machine during a sunny day.']"
872,4361,"['A couch and a chair in a small room.', 'a cozy room with leather furniture and a fireplace', 'a fireplace a red couch two chairs and some lights', 'A living room has plush furniture and a fireplace.', 'This living room has leather furniture, a television, and a model ship on top of a fireplace. ']"
873,4366,"['I really cant see this image very well.', 'An open book in front of a keyboard and monitor ', 'A book is open in front of a keyboard. ', 'very blurry picture of what looks like 2 open books', 'Someone is taking notes or an open book test on the computer.']"
874,4371,"['A couple of chairs and a large bed in a room.', 'a tan and white bed some chairs white pillows and a lamp', 'That looks like the bed in a hotel room.', 'A hotel room with a well-made bed, table,a and two chairs.', 'A picture of a hotel room having just been cleaned.']"
875,4376,"['People in the water and parachutes overhead.  ', 'Many different sails flying over a large body of water.', 'Several gliders floating on the ocean next to an island.', 'dozens of kite skiers out in the ocean', 'Parasails glide above the blue water of the lake.']"
876,4381,"['a person that is flying a kite that is sitting on the ground', 'People move about a grassy field while many of them fly kites.', 'a young boy sits on the grass guiding his kite ', 'A person sitting on the green grass flying a kite.', 'A person sitting in the grass facing a group of people.']"
877,4386,"['The group of people are flying their kites in the field. ', 'Small child at the bottom of a grassy hill flying a blue kite.', 'A woman flying a kite in a grassy field.', 'A person in a field flying a kite.', 'a person in the park playing with a blue kite in thesky']"
878,4391,"['A tall glass vase on a balcony. ', 'a clear glass with some water in it standing over a street ', 'A giant shot glass is displayed in front of some houses.', 'A glass vase that is sitting on a rail.', 'A tall glass vase on a balcony railing.']"
879,4396,"['A woman flies a kite near a young child.', 'A mother and child fly a kite in a grassy field, with a tower in the background.', 'The people fly a kite by the tall stone building.', 'A lady and a little girl flying a kite on a grassy field.', 'A woman and girl flying a kite near a large castle.']"
880,4401,"['Baseball players about to deliver hit to ball with many spectators.', 'A big baseball diamond where a player is about to hit the ball', 'a baseball game takes place as some people watch ', 'A man that is standing in the dirt with a bat.', 'A batter readies to swing at first plate']"
881,4406,"['A kitchen filled with lots of counter space.', 'an image of a kitchen setting with counter tops', 'Grey and yellow kitchen with modern appliances and island.', 'A kitchen with a wooden island and wood cabinets', 'A kitchen area with counter, sink and stove.']"
882,4411,"['A kitchen scene with an oven and a stove.', 'A desk with drawer on which daily use item are kept.', 'A teddy bear is sitting in a cooking pot on a stove. ', 'A vintage stove and washing tub on a brick floor.', 'There is an old stove with old pots on the burners']"
883,4416,"['Men on phones standing in white room with lights', 'some people and one male is looking at his cellphone', 'Guy with cap on and cup in hand shows another whats on the phone.', 'A pair of people stand and talk and play on a phone.', 'A man in a red at is standing next to a man with long hair.']"
884,4421,"['A child in a vehicle holding some toys.', 'A young child in the back seat of a car pretends to talk on a phone.', 'A little child sitting in a car seat in the back seat of a car.', 'a girl in the car on the phone with something in her hand', 'A small Asian child playing with toys in a car seat.']"
885,4426,"['Three coffee mugs are in front of a microwave.', 'some cups are sitting near a microwave on a table', 'Three coffee mugs in front of a microwave.', 'three cups that are next to a microwave', 'A microwave has been heavily used and is dirty in the kitchen.']"
886,4431,"['A man sitting on a chair in front of a computer.', 'people sitting around a table filled with laptop and snacks ', 'A man sitting back in a chair with his hand up in front of a laptop next to a woman. ', 'There are people are sitting at the table eating and using their laptops', 'A man and woman are sitting in front of their laptops with snacks.']"
887,4436,"['A person is taking a picture of three people with a camera.', 'A man viewing a video on his smart phone.', 'A person observing some people on a camera.', 'A woman is holding an iPhone and trying to take a picture.', 'Man holding a mobile phone up to see a picture on it.']"
888,4441,"['A small gold and black clock tower in a village.', 'The clock tower is visible between large houses.', 'Three homes and a clock tower in the background.', 'Cream colored buildings with green shutters, and a tower with a clock in the distance. ', 'Giant clocks place on the sides of a tower in the distance']"
889,4446,"['a close up of two cell phones near one another ', 'Two mobile devices are lying on a table.', 'Two cell phones of differing quality are set side by side on a table.', 'two cellphones are sitting side by side on the table.', 'Two cell phones are sitting next to each other on a table.']"
890,4451,"['A group of men standing around a sidewalk together.', 'men staning in the street and holding cell phones', 'All of these men are using their cell phones.', 'A group of people on a sidewalk with their mobile phones.', 'Men are standing on the street behind a barrier, using their cell phones.']"
891,4456,"['a kitchen with a small refrigerator and a microwave oven', 'A microwave sitting on top of a mini fridge.', 'A microwave oven sitting on top of a refrigerator in a kitchen.', 'A yellow kitchen contains a small refrigerator and microwave.', 'A microwave sits on top of a mini fridge. ']"
892,4461,"['The top of a building with a clock on it.', 'A brown and white building has a clock up high in an alcove.', 'A view of a building with a clock in its tower.', 'a city clock on a very beautiful house', 'A large building with a clock hanging above several bells.']"
893,4466,"['A wooden table with a white plate containing cake and a cup of coffee.', 'A picture of a cup of coffee and a plate of cake.', 'A piece of cake and a cup of coffee are sitting on plates.', 'A decorative plate with a piece of cake on it', 'Looking down at a cup of coffee and a piece of cake']"
894,4471,"['A man standing in front of a clock.', 'A man stands with his arms crossed as he looks at a clock.', 'A man gazes at an intricately designed clock with roman numerals.', 'A man looking over an open mechanical clock.', 'A clock that is standing on a table.']"
895,4476,"['The thin vase on a table has flowers in it. ', 'black and white image of flower buds in a vase on a table', 'a vase with some flowers near a window', 'A flower vase is holding a bunch of white flowers.', 'A vase containing flowers is sitting on a table.']"
896,4481,"['A small pair of scissors sitting next to a penny.', 'A large pair of baby blue scissors sitting next to a  coin.', 'A small pair of scissors laying next to a penny.', 'The scissors are laying beside of the coinm.', 'a tiny pair of scissors next to a coin']"
897,4486,"['A woman holding a scissor close to her hair', 'We are looking through a pair of opened scissors at a young woman.', 'The woman is getting ready to cut her bangs with scissors.', 'A woman holding a pair of scissors in front of her face.', 'A woman holding a pair of scissors near her hair.']"
898,4491,"['a table top with some plates of food on it ', 'Plates of partially eaten food at the table.', 'Two plates of breakfast foods on a restaurant table.', 'Several plates of partially eaten food with silverware.', 'Two plates with food sitting on a table']"
899,4496,"['The restaurant presents a gourmet breakfast of eggs and toast.', 'A full plate of dessert, bread, and a veggie pizza. ', 'A breakfast plate containing eggs, bread and french toast.', 'A plate of food that includes toast, hash browns and eggs with cheese.', 'A cheese omelet with toast on a plate.']"
900,4501,"['A table topped with plates of food and wine glasses..', 'A dinner table with three plates of gourmet hamburgers.', 'a table full of restaurant food that includes gourmet hamburgers with sweet potato fries, onion rings, and dips.', 'There is a bunch of plates of gourmet meals.', 'Burgers, fries and onion rings served at a restaurant']"
901,4506,"['A couple flying a kite at dusk on the seaside.', 'two people flying a rainbow colored kite on a beach', 'Man and woman standing on the beach in the process of flying a kite. ', 'A couple is flying a rainbow kite on a beach.', 'A couple flying a kite at the beach.']"
902,4511,"['a dining room table that is in a room', 'A kitchen with white cup boards and a brown table and chairs', 'a table top sitting inside of a kitchen ', 'A wooden table is sitting just outside a kitchen.', 'A bright, clean, modern kitchen sports track lighting and white cabinetry. ']"
903,4516,"['Small woman with a cooking apron around her waste reaching into the oven and pulling out a plate of food.', 'A women who is taking something out of an oven.', 'A person holding a plate of food next to an open oven', 'A woman leaning over an open over door, holding a towel and a dish.', 'A woman crouches to remove a dish from an oven.']"
904,4521,"['A white sink and shower in a small bathroom.', 'A bathroom containing a mirror, sink and shower.', 'a bathroom that is stylish with a walk in shower', 'A sink, mirror and shower in a bathroom.', 'A bathroom with mirrors, a sink and railing with a towel draped over it']"
905,4526,"['A bathroom with a toilet, towel rack and a tub in it. ', 'a black and white tub in a home bathroom', 'Interior of bathroom with tub and sliding glass divider and dark tile.', 'A dark bathroom with a white bathtub and a white toilet.', 'A bathroom that has white towels in a rack over the tub.']"
906,4531,"['a bath room with a toilet a bath tub and curtains', 'The small bathroom has brown tile on the shower walls and floor.', 'A bathroom with brown tile and a white shower curtain.', 'A bathroom with a sink, toilet and shower with curtain.', 'A washroom having toilet,bathtub.In between is a partition by curtain.']"
907,4536,"['A nice shower has a glass enclosure and sliding door', ' WHITE BATH TUB, WITH TOWEL HANGING OVER THE SIDE', ""Renovated bathroom's walk in shower and bath tub"", 'A bathroom with a tub set against full-length mirror walls.', 'A white bath tub sits empty in a tan, clean bathroom. ']"
908,4541,"['A clean bathroom is pictured in this image.', 'A bathroom counter with a white sink inside of it.', 'a bathroom with a black counter and a big mirror', 'A black topped sink and mirror in a bathroom.', 'A motel style bathroom vanity, sink, mirror and toilet.']"
909,4546,"[""A bathroom sink sitting underneath a mirror mounted on it's wall."", 'A BATHROOM WITH A MIRROR AND A SINK', 'A pink and green dated bathroom still has flair.', 'A bathroom with a pink sink and blue tiles.', 'A bathroom scene with focus on the sink.']"
910,4551,"['A dog sitting in the sidecar of a motorcycle.', 'A yellow dog sits in a sidecar attached to a motorcycle.', 'A dog sitting in a seat on a motorcycle.', 'A large brown dog sitting in the side car of a motorcycle.', 'A dog sits in the black sidecar of a motorcycle.']"
911,4556,"['A biplane flying over a small church with a steeple.', 'An airplane flies past a building with a steeple.', 'A black and white photo of a small plane.', 'An airplane flying low and in front of a church', 'A low flying pane lands in the UK']"
912,4561,"['A pan filled with veggies and a block of butter.', 'Butter or cheese on top of some vegetables in a pan.', 'Spoon in a bowl of chopped vegetables with butter', 'A pan with butter and other ingredients for a dish.', 'Pot with variety of chopped vegetables, big chunk of butter and spoon.']"
913,4566,"['Ten porcelain pieces with floral patterns painted on them.', 'A collection of sinks, and basins are on display.', 'fine china stays on display, not to be touched ', 'A porcelain tea and bathroom set is on display.', 'A collection of soap dishes, bowls, and small trinkets. ']"
914,4571,"['A brick building with a tall clock tower beside it.', 'The exterior of a building with a clock.', 'A clock on the very top of a building.', 'A brick structure with a clock tower in the background.', 'A clock tower on top of a church with a weather vein.']"
915,4576,"['a traffic motorcycle cop waits to give a ticket', 'A police officer on a motorcycle sitting at the corner. ', 'A police officer is outside on his bike.', 'Police officer laying a speed trap for the purpose of writing a ticket.', 'A police man on a motorcycle is idle in front of a bush.']"
916,4581,"['A man standing next to a parked motorcycle.', 'A man in a garage tinkers with a motorcycle', 'Man at a cycle shop inspecting a motorcycle on a cycle lift.', 'A man is working on a motorcycle in a garage.', 'A guy is in a shop working on a motorcycle. ']"
917,4586,"['A parked motorcycle sitting on a lush green field.', 'A motorcycle parked in grass next to a building with cars and an airplane parked nearby.', 'a black motorcycle is parked on the grass', 'A motorcycle is parked at the edge of a field.', 'a motorcycle parked in the grass by a factory']"
918,4591,"['An airplane flying in the air during the day.', 'A large aircraft is shown in the air.', ""The large jumbo jet has it's landing gear lowered."", 'A large white airplane flies in the gray sky.', 'An airplane in route with a cloudy sky behind it.']"
919,4596,"['A plane on the runway is being led by a tow cart', 'Large airplane being tugged by a small airport vehicle. ', 'A large white and blue plane is at the airport.', 'A commercial jet liner being taxied on runway.', 'AIRPLANE AT AN AIRPORT ON THE TARMAC WITH A VEHICLE IN FRONT OF IT']"
920,4601,"['An airport with large jetliners and a bus traveling on a tarmac.', 'An airplane and busses are lined up at the airport.', 'a group of buses driving around at the airport', 'Airplanes sit at the gate as transportation vehicles move about.', 'A busy runway with buses and luggage carts driving around']"
921,4606,"['A group of planes sitting on a runway, in the day.', 'An outside view of airplanes and buildings at an airport.', 'A view of three plane tails on an airport tarmac', 'The various airplanes are waiting for repairs at the terminals.', 'An airport with several planes at gates and trucks on the tarmac.']"
922,4611,"['A couple of airplanes sitting on top of a runway.', 'A pair of planes parked in a small rural airfield.', 'Two small planes sitting near each other on a run way.', 'Two small planes are parked on the tarmac.', 'Two different types of airplanes are parked on the runway. ']"
923,4616,"['The bench is empty at night in the park', 'A park bench at night with a residential street in the background.', 'A cement bench is in a creepy looking park.', 'A bench near a grassy area near a parked car. ', 'A park at night is shown, with an empty bench centered']"
924,4621,"['An airplane flies up into the sky with the wheel out.', 'the bottom side of an air plane on take off', 'a large air plane flying thru the air', 'A white jet airliner with blue sky in background.', 'A commercial airplane flying through the sky during the day.']"
925,4626,"['A couple of sheep sitting on top of a lush green grass covered hill.', 'There are two sheep who are sitting in a field.', 'Two sheep laying in th middle of an open field.', 'The two sheep are laying down in the grass.', 'Two white sheep are resting in a field.']"
926,4631,"['An airplane flying through a cloudy sky flying over the ocean..', 'An airplane is flying over a beach crowded with people.', 'There is an airplane flying low over a beach. ', 'An airplane flying over a crowded beach ', 'People on the beach look at the plane flying overhead.']"
927,4636,"['A airplane that is flying in the sky.', 'An airplane rising up over a row of pink tree blossoms.', 'Plane ascending into atmosphere from mountains and town below', 'a large air plane flying in the air ', 'The plane is flying low in the air close to the purple trees.']"
928,4641,"['students wait for a bus to come pick them up. ', 'THERE IS A CHILD THAT IS LOOKING AT THE SCHOOL BUS ', 'Young boy and girl standing outside waiting for school bus.', 'two little kids going toward the school bus', 'A couple of young kids standing outside of a school bus.']"
929,4646,"['a bus pulling up to the bus stop in a city', 'A bus is parked near a bus stop on a street. ', 'White and blue buses parked on the side of the city road to let passengers in.', 'A buss stopped at a bus stop on a city street ', 'Two blue and white buses stopped at a bus stop.']"
930,4651,"['Small cars move to pass around a London bus. ', 'A bus and several taxis on a busy street in London. ', 'Cars drive past a bus on a street.', 'A red number 9 bus on a street with two black cars going in the opposite direction. ', 'A red, double decked bus is on a city street as small cars pass it on the street.']"
931,4656,"['A red and white striped bus traveling past a store.', 'A long passenger bus is stationary in town near several multiple story buildings along a sidewalk.', 'A striped bus travels down a city street at night.', 'A bus with stripes is on the street outside of some buildings.', 'White and red striped bus riding through a city at night. ']"
932,4661,"['A passenger bus that is making a turn.', 'The city bus is turning the corner of the street. ', 'An electric bus is driving down a city street.', 'A street with man cars, people and a bus. ', 'A bus is parked on a wet street']"
933,4666,"['a large bus is up by the side of a curb', 'A group of people loading onto a bus.', 'people are getting onto a stopped City bus', 'this is a bus stopping in the middle of traffic', 'City bus with passengers boarding for Ballston Station.']"
934,4671,"['a white seagull is standing alone on the sand', 'a white bird is standing on a beach', 'a seagull bends its head backwards to preen its back feathers', 'A bird grooms itself on a sandy beach.', 'A bird that has its wings stretched out on a beach. ']"
935,4676,"['A set of four boxes filled with baby birds.', 'Four boxes are filled with small baby chickens.', 'Four boxes full of black and yellow chicks on table.', 'a bunch of baby chickens in four boxes', 'Four boxes of baby chicks sit next to each other.']"
936,4681,"['A painted sign of a blue bird in a tree in the woods.', 'A view of a pole with a wooden bird on top of it.', 'a wood bird that is up in on some trees', 'a man made blue and pink bird and a plaque ', 'A picture of a bird above a sign mounted to a tree.']"
937,4686,"['Two ducks are swimming in the water of a pond.', 'Two colorful ducks swimming in pond with grassy reflection', 'two cute brown  ducks are in the water.', 'A colorful duck floating in the water next to another duck.', 'Two different kinds of ducks swimming together on a lake.']"
938,4691,"['a yellow and black train is coming down the tracks', 'a colorful train going down a track next to  some hills ', 'A train that is sitting on a track near the dirt.', 'A photo looking down at an old train going by.', 'A train is traveling down train tracks outside a residential area.']"
939,4696,"['a white yellow and blue train at an empty train station', 'A train is moving through a train station.', 'A train is shown on the inside of a station.', 'a large train is sitting inside a train station', 'A train is scene in the station with no people around.']"
940,4701,"['A black and white picture of a stop sign.', 'A black-and-white photo of a stop sign by some grass.', 'A stop sign stands on a pathway near a wooded area.', 'Black and white photo of a stop sign on a rural street.', 'A stop sign that is in the middle of nowhere. ']"
941,4706,"['A street scene with a large truck turning a corner.', 'A big truck parked on the street next to the curb.', 'A truck drives through an intersection near power line. ', 'A garbage truck making a turn down the street.', 'A large yellow semi truck pulling a gray trailer behind it.']"
942,4711,"['a calico kitty sleeping in an orange chair ', 'A calico cat sleeps on a red desk chair.', 'a fluffy cat laying in an orange chair ', 'A calico cat sleeping on an orange office chair.', 'a cat laying down and resting in  a chair on a hardwood floor']"
943,4716,"['A wooden desk with a cat and lamp on it.', 'A cat sits on top of a desk.', 'A cat crouches on a desk with a lamp. ', 'Striped cat begins to stand up on top of the antique desk.', 'A cat getting up off on a brown desk.']"
944,4721,"['an image of a man in a boat with a dog', 'A person on a rowboat with a dalmatian dog on the boat.', 'a person sitting in a boat with a dalmation ', 'an older person on a small boat with a dog in a body of water', 'Old woman rowing a boat with a dog']"
945,4726,"['Three cows standing on a lush green field.', 'One black cow and two brown cows are seen through a wood fence', 'Several cows in a grassy field behind a fence.', 'Three cows standing in a field behind a fence.', 'Three cows stand behind a fence in a field.']"
946,4731,"['A man taking a photograph of himself in a security mirror. ', 'A man sitting at a desk working on a computer.', 'People are looking at computer and one man has a camera.', 'Several men sitting at a desk with a computer while another man holds a camera upward.  ', 'People sitting at computers and one person holding a camera.']"
947,4736,"['People are in a boat in the rain with umbrellas.\n', 'A group of people in a boat while it rains. ', 'This is an image of a gondola in the rain with umbrellas', 'People are on a boat in the rain with umbrellas.', 'People with umbrellas row a boat down a stream in the rain.']"
948,4741,"['An old opened trunk in an abandoned house', 'an open chest in a run down apartment', 'This is an image of a trunk in a damaged home.', 'Large, open, empty chest in an abandoned, rundown buliding ', 'An old open trunk sits in a dilapidated house.']"
949,4746,"['A group of people sitting on the backs of elephants.', 'Three elephants in a circus show with tricksters sitting on top of them.', 'Elephants and their riders performing at a circus ', 'Three elephants standing on a stool with woman sitting on their necks. ', 'Three elephants with three women riding on top of them.']"
950,4751,"['Black and white photograph of people with surfboards next to a car.', 'The people are trying to load the surf board in the car.', 'Black and white photo of four teenage boys loading surfboards in a vintage car.', 'a vintage photo of some men standing next to a car ', 'Young men are loading surfboards into an old car.']"
951,4756,"[""A group of zebra's playing and grazing in a field."", 'A grassy field with various zebras standing next to each other.', 'A large group of zebra standing in the grass.', 'A large group of zebras graze in the grasslands of africa', 'a bunch of zebras out in a grassy field']"
952,4761,"['a child blows out the candles on a birthday cake.', 'A group of kids at a table with a cake.', 'A group of young children sitting around a chocolate cake.', 'Several children are around a table at a birthday party.', 'Many people around a chocolate birthday cake with candles.']"
953,4766,"['A tall black and white horse standing on a lush green field.', 'A large black and white horse has long hair.', 'A white and black horse grazing in a grass field with trees in background.', 'A while horse bending down eating grass .', 'A horse eating grass in a green field']"
954,4771,"['Several fruits with Chinese characters written on them.', 'the apple has words on it in chinese', 'Apples and oranges grouped together in a bowl', 'a couple of apples and oranges next to each other', 'The red apples near the oranges have writing on them.']"
955,4776,"['A plate topped with small sandwiches with meat and veggies.', 'Those sandwiches look very delicious and are healthy.', ""Several sandwich's sliced and neatly arranged on a plate."", 'Cucumber sandwiches and tuna sandwiches sit on a plate.', 'Small sandwiches with tomatoes and cucumbers slices in them.']"
